page name,extracted <h1> text,extracted <label> text
panel31ds,Panel 31 40KV UPS Panel | VT-FM-UTM-40KVUPSPanel-142,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel3ds,Panel3 Air cooled chiller | VT-FM-UTM-ACCPANEL-114,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel4ds,Panel4 Water cool chiller | VT-FM-UTM-ACCPANEL-115,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel5ds,Panel5 Air compressor | VT-FM-UTM-ACPanel-116,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel6ds,Panel6 STP Plant | VT-FM-UTM-STPPanel-117,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel7ds,Panel7 Softner PHE | VT-FM-UTM-SOFTPanel-118,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel8ds,Panel8 Fire Panel | VT-FM-UTM-FFPanel-119,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
panel9ds,Panel9 Ware house | VT-FM-UTM-WHPanel-120,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check indicator R Y B - Acceptance Criteria  ON- | Check input supply 240 V - Acceptance Criteria  240 V- | Check input supply 415 V - Acceptance Criteria  415 V- | Check earthing  neutral connection - Acceptance Criteria  OK- | Check emergency switch - Acceptance Criteria  OFF- | Check Auto-Manual condition - Acceptance Criteria  Auto- | Any burning smell - Acceptance Criteria  NO- | Any abnormal sound - Acceptance Criteria  No- | Check panel door condition - Acceptance Criteria  Closed- | Check for rubber mat - Acceptance Criteria  Available- | Check door lock condition - Acceptance Criteria  OK- | Check the fire extinguisher place near the unit - Acceptance Criteria  Nearest to panel- | Highlight Issues if any Type None for No Issues
softenerunit1ds,Softener Unit | VT-FM-UTM-SOU-079,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check main panel supply R Y B Phase - Acceptance Criteria  ON- | Check multiplay valve condition for carbon filter - Acceptance Criteria  OK- | Check multiplay valve condition for sand filter - Acceptance Criteria  OK- | Check for any leakage - Acceptance Criteria  Minimum- | Check for regeneration of carbon filter after 3 Lacs Ltrs - Acceptance Criteria  OK- | Check sand filter for Backwash - Acceptance Criteria  Done- | Check sand filter for Service - Acceptance Criteria  Done- | Check sand filter for Rinse - Acceptance Criteria  Done- | Check carbon filter for Backwash - Acceptance Criteria  Done- | Check carbon filter for Service - Acceptance Criteria  Done- | Check carbon filter for Rinse - Acceptance Criteria  Done- | Check stock for NACL - Acceptance Criteria  Maximum- | Check stock of Sodium Hypochloride - Acceptance Criteria  Maximum- | Check dosing operation if in service - Acceptance Criteria  Running- | Take flow meter inlet reading | Take flow meter outlet reading | Highlight Issues if any Type None for No Issues
stp1ds,STP | VT-FM-UTM-STP-PLANT-5247,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Main Panel Power Supply - Acceptance Criteria  ON- | Check Whether the Dosing Pump is in working condition - Acceptance Criteria  OK- | Any Leakage of Water - Acceptance Criteria  No- | Check the Air at the Outlet of Air Blower - Acceptance Criteria  OK- | Operate the system for filtration of water Backwash rinse service - Acceptance Criteria  Done- | Dosage of SODIUM HYPOCHLORIDE  Quantity checked and topped up every week - Acceptance Criteria  Done- | Clean the Air Filter of the Air Blower - Acceptance Criteria  Done- | Check the Filter for any Cloggage keep it clean - Acceptance Criteria  Done- | label | Highlight Issues if any Type None for No Issues
swagoncompressor1ds,Swagon Compressor1 Technical PH L1 | VT-FM-UTM-TPHL1-SWCO-086,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check the condition of the Swagon Compressor - Acceptance Criteria  On- | Check  Record the display parameter Temperature - Acceptance Criteria  25C- | Check and record the Humidity - Acceptance Criteria  60- | Check the cooling of the room area - Acceptance Criteria  25C- | Any leakage of refrigerant line joints with Soap solution - Acceptance Criteria  No- | Any Clogging in the Filter of the Swagon Compressor - Acceptance Criteria  No- | Highlight Issues if any Type None for No Issues
swagoncompressor2ds,Swagon Compressor2 Technical PH L1 | VT-FM-UTM-TPHL1-SWCO-087,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check the condition of the Swagon Compressor - Acceptance Criteria  On- | Check  Record the display parameter Temperature - Acceptance Criteria  25C- | Check and record the Humidity - Acceptance Criteria  60- | Check the cooling of the room area - Acceptance Criteria  25C- | Any leakage of refrigerant line joints with Soap solution - Acceptance Criteria  No- | Any Clogging in the Filter of the Swagon Compressor - Acceptance Criteria  No- | Highlight Issues if any Type None for No Issues
swagoncompressor3ds,Swagon compressor1 Admin office Sr No SB10068069 | VT-FM-UTM-ADOFF-SWAGCOMP1-6080,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check the condition of the Swagon Compressor - Acceptance Criteria  On- | Check  Record the display parameter Temperature - Acceptance Criteria  25C- | Check and record the Humidity - Acceptance Criteria  60- | Check the cooling of the room area - Acceptance Criteria  25C- | Any leakage of refrigerant line joints with Soap solution - Acceptance Criteria  No- | Any Clogging in the Filter of the Swagon Compressor - Acceptance Criteria  No- | Highlight Issues if any Type None for No Issues
swagoncompressor4ds,Swagon compressor2 Admin office | VT-FM-UTM-ADOFF-SWAGCOMP1-6081,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check the condition of the Swagon Compressor - Acceptance Criteria  On- | Check  Record the display parameter Temperature - Acceptance Criteria  25C- | Check and record the Humidity - Acceptance Criteria  60- | Check the cooling of the room area - Acceptance Criteria  25C- | Any leakage of refrigerant line joints with Soap solution - Acceptance Criteria  No- | Any Clogging in the Filter of the Swagon Compressor - Acceptance Criteria  No- | Highlight Issues if any Type None for No Issues
transformer1ds,2500KVA Transformer Sr No 49730-1 | VT-FM-UTM-TF-010,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  NO- | Check Oil Level - Acceptance Criteria  Maximum- | Check the dehydrating eather silica gel - Acceptance Criteria  Blue Color- | Clean the transformer area - Acceptance Criteria  Done- | Check Tap Position - Acceptance Criteria  Auto- | Check the fire extinguisher place near - Acceptance Criteria  Nearest to unit- | label | Highlight Issues if any Type None for No Issues
transformer2ds,2500KVA Transformer Sr No 49730-2 | VT-FM-UTM-TF-011,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  NO- | Check Oil Level - Acceptance Criteria  Maximum- | Check the dehydrating eather silica gel - Acceptance Criteria  Blue Color- | Clean the transformer area - Acceptance Criteria  Done- | Check Tap Position - Acceptance Criteria  Auto- | Check the fire extinguisher place near - Acceptance Criteria  Nearest to unit- | label | Highlight Issues if any Type None for No Issues
transformer3ds,2500KVA Transformer Sr No 49730-3 | VT-FM-UTM-TF-012,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  NO- | Check Oil Level - Acceptance Criteria  Maximum- | Check the dehydrating eather silica gel - Acceptance Criteria  Blue Color- | Clean the transformer area - Acceptance Criteria  Done- | Check Tap Position - Acceptance Criteria  Auto- | Check the fire extinguisher place near - Acceptance Criteria  Nearest to unit- | label | Highlight Issues if any Type None for No Issues
transformer4ds,2500KVA Transformer Sr No 49505-2 | VT-FM-UTM-TF-6190,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  NO- | Check Oil Level - Acceptance Criteria  Maximum- | Check the dehydrating eather silica gel - Acceptance Criteria  Blue Color- | Clean the transformer area - Acceptance Criteria  Done- | Check Tap Position - Acceptance Criteria  Auto- | Check the fire extinguisher place near - Acceptance Criteria  Nearest to unit- | label | Highlight Issues if any Type None for No Issues
ups1ds,UPS1 | VT-FM-UTM-UPS1-108,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
ups2ds,UPS2 | VT-FM-UTM-UPS2-109,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
ups3ds,UPS3 | VT-FM-UTM-UPS3-110,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
ups4ds,UPS4 | VT-FM-UTM-UPS4-111,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
ups5ds,UPS UTM Office Sr No 201812HU2903 | VT-FM-UTM-UTMOFF-120KVAUPS-6088,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
ups6ds,UPS Panel for 120 kvaUTM Office | VT-FM-UTM-UTMOFF-UPSPANEL-6089,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Any Abnormal Noise or Viation - Acceptance Criteria  No- | Check the UPS proper functioning NO BYPASS - Acceptance Criteria  OK- | Check Water Leak Detector Line - Acceptance Criteria  No Leakage- | Check the proper cooling of room Note down Temperature - Acceptance Criteria  24C- | label | Highlight Issues if any Type None for No Issues
upsdbpanel1ds,UPSDB Panel,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check all MCB condition - Acceptance Criteria  ON- | Check MCCB condition - Acceptance Criteria  ON- | Check RCCB condition - Acceptance Criteria  ON- | Check for earthing - Acceptance Criteria  OK- | Any wire burning smell - Acceptance Criteria  NO- | Any abnormal noise - Acceptance Criteria  NO- | Highlight Issues if any Type None for No Issues
vcb10ds,Vaccume circuit breakerRMUOutgoing5 | VT-FM-UTM-VCB-077,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb1ds,Vaccume  circuit breaker HT YardIncomer1 | VT-FM-UTM-VCB-068,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb2ds,Vaccume circuit breaker HT YardOutgoing1 | VT-FM-UTM-VCB-069,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb3ds,Vaccume circuit breaker HT YardOutgoing2 | VT-FM-UTM-VCB-070,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb4ds,Vaccume circuit breakerRMU Incomer1 | VT-FM-UTM-VCB-071,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb5ds,Vaccume circuit breakerRMU Incomer2 | VT-FM-UTM-VCB-072,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb6ds,Vaccume circuit breakerRMUOutgoing1 | VT-FM-UTM-VCB-073,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb7ds,Vaccume circuit breakerRMUOutgoing2 | VT-FM-UTM-VCB-074,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb8ds,Vaccume circuit breakerRMUOutgoing3 | VT-FM-UTM-VCB-075,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
vcb9ds,Vaccume circuit breakerRMUOutgoing4 | VT-FM-UTM-VCB-076,Name of Person Filling the Sheet - Acceptance Criteria  Name- | Check Position Rack IN - Acceptance Criteria  ON- | Check Spring Charge - Acceptance Criteria  Charged- | Check Breaker Trip - Acceptance Criteria  NO TRIP- | Any Abnormal Viations - Acceptance Criteria  NO- | Check for Abnormal Noise - Acceptance Criteria  Below 85dB- | Check Fire Extinguisher Placement - Acceptance Criteria  Nearest to Unit- | Highlight Issues if any Type None for No Issues
waterchiller1ds,Water Cooled Chiller  1 | VT-FM-UTM-ACC-088,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Inspect valve actuator mechanisms - Acceptance Criteria  Proper- | Check oil level - Acceptance Criteria  Maximum- | Check Remote-Local condition - Acceptance Criteria  Remote- | Any water inlet-outlet leakage - Acceptance Criteria  NO- | Is there any Abnormal Noise - Acceptance Criteria  NO- | Any Leakage of refrigerant line joints with Soap solution - Acceptance Criteria  NO- | label | Highlight Issues if any Type None for No Issues
waterchiller2ds,Water Cooled Chiller Unit 2 | VT-FM-UTM-ACC-089,Name of Person Filling the Sheet - Acceptance Criteria  Name- | label - Acceptance Criteria  ON- | Inspect valve actuator mechanisms - Acceptance Criteria  Proper- | Check oil level - Acceptance Criteria  Maximum- | Check Remote-Local condition - Acceptance Criteria  Remote- | Any water inlet-outlet leakage - Acceptance Criteria  NO- | Is there any Abnormal Noise - Acceptance Criteria  NO- | Any Leakage of refrigerant line joints with Soap solution - Acceptance Criteria  NO- | label | Highlight Issues if any Type None for No Issues
